Deposit ID,Date_2025,Depo,Volume_2025,Date_2024_Original,Volume_2024_Original
28,2025-02-22,Garfield County Health Department,142.40101420211744,2024-02-22,128.54
13,2025-02-22,Jane Phillips Medical Center,116.7595172883202,2024-02-22,119.69
10,2025-02-22,OBI,158.6131962545564,2024-02-22,150.0
1,2025-02-22,Oklahoma Mothers’ Milk Bank,145.1076086426227,2024-02-22,150.0
32,2025-02-22,Pontotoc County,85.80828208556348,2024-02-22,82.8
5,2025-02-22,Variety Care- Lafayette,153.39246889195903,2024-02-22,150.0
24,2025-02-22,Washington Regional Medical Center,137.79808146847563,2024-02-22,122.15
19,2025-02-22,Woven Leaf,139.24333215471137,2024-02-22,130.29
14,2025-02-22,YWCA South,126.34015351149773,2024-02-22,114.95
3,2025-02-23,Integris Baptist,149.61680375207982,2024-02-23,150.0
2,2025-02-23,Integris Southwest,161.10050515719627,2024-02-23,149.28
2,2025-02-23,Integris Southwest,145.5534741786121,2024-02-23,150.0
13,2025-02-23,Jane Phillips Medical Center,128.415686573516,2024-02-23,130.96
22,2025-02-23,Kansas Birth Justice Society,144.85286856630646,2024-02-23,136.12
18,2025-02-23,Shawnee Mission MC,103.34739773217241,2024-02-23,101.2
12,2025-02-23,St. John Owasso,117.83775757549023,2024-02-23,110.01
5,2025-02-23,Variety Care- Lafayette,172.0954574637894,2024-02-23,150.0
24,2025-02-23,Washington Regional Medical Center,118.19436793812069,2024-02-23,118.29
27,2025-02-24,Comanche County Memorial Hospital,64.14860751995344,2024-02-24,60.81
6,2025-02-24,Edmond Hope Center,134.6164239150461,2024-02-24,130.75
3,2025-02-24,Integris Baptist,120.69472679197335,2024-02-24,122.89
13,2025-02-24,Jane Phillips Medical Center,110.98089998088795,2024-02-24,114.13
17,2025-02-24,KUMC - Kansas Health Systems – St. Francis Campus,121.48606210099061,2024-02-24,117.71
17,2025-02-24,KUMC - Kansas Health Systems – St. Francis Campus,139.13629378960567,2024-02-24,121.36
16,2025-02-24,KUMC - University of Kansas Health System,147.70120785884262,2024-02-24,150.0
16,2025-02-24,KUMC - University of Kansas Health System,151.88669639160156,2024-02-24,134.49
25,2025-02-24,South Central Medical Center,110.4211311939796,2024-02-24,111.84
20,2025-02-24,Southeast KS Health Department,143.26859793001475,2024-02-24,142.27
20,2025-02-24,Southeast KS Health Department,140.91631253503854,2024-02-24,123.19
19,2025-02-24,Woven Leaf,86.55778872225662,2024-02-24,89.6
30,2025-02-25,Beckham County,102.5279291045723,2024-02-25,91.29
7,2025-02-25,Canadian Valley,159.2028867904179,2024-02-25,150.0
7,2025-02-25,Canadian Valley,159.64838068409696,2024-02-25,150.0
9,2025-02-25,OU Children’s Hospital,133.26747764169775,2024-02-25,135.41
21,2025-02-25,Salina Regional,159.0512490670209,2024-02-25,142.85
21,2025-02-25,Salina Regional,145.7700354896241,2024-02-25,145.54
8,2025-02-25,St. Anthony Shawnee Hospital,161.90905941134199,2024-02-25,149.4
5,2025-02-25,Variety Care- Lafayette,150.8993728098085,2024-02-25,150.0
15,2025-02-25,YWCA East,170.38127967382755,2024-02-25,150.0
36,2025-02-26,Alliance Health Woodward,97.9679983980149,2024-02-26,96.3
26,2025-02-26,Andrew County,93.66958650664223,2024-02-26,89.08
7,2025-02-26,Canadian Valley,128.94550450998932,2024-02-26,131.46
4,2025-02-26,Cleveland County Moore,139.19720766381528,2024-02-26,138.13
6,2025-02-26,Edmond Hope Center,165.5847879957581,2024-02-26,150.0
6,2025-02-26,Edmond Hope Center,137.01450427593102,2024-02-26,132.37
23,2025-02-26,Flint Hills- Riley County Health Department,135.59384833239358,2024-02-26,135.8
3,2025-02-26,Integris Baptist,127.3468897282434,2024-02-26,118.78
2,2025-02-26,Integris Southwest,87.19657081271457,2024-02-26,89.26
37,2025-02-26,McAlester Regional Health,104.918768197597,2024-02-26,98.4
1,2025-02-26,Oklahoma Mothers’ Milk Bank,152.21037709212732,2024-02-26,150.0
1,2025-02-26,Oklahoma Mothers’ Milk Bank,156.93420305564453,2024-02-26,150.0
1,2025-02-26,Oklahoma Mothers’ Milk Bank,154.67421858511042,2024-02-26,146.4
18,2025-02-26,Shawnee Mission MC,73.94704126589458,2024-02-26,74.89
15,2025-02-26,YWCA East,129.43795525858533,2024-02-26,134.78
14,2025-02-26,YWCA South,144.21322283256893,2024-02-26,148.22
34,2025-02-27,Carter County Health Department,82.08086913824802,2024-02-27,75.56
3,2025-02-27,Integris Baptist,165.2950672752583,2024-02-27,148.65
2,2025-02-27,Integris Southwest,103.17950586705425,2024-02-27,107.18
17,2025-02-27,KUMC - Kansas Health Systems – St. Francis Campus,90.77417219610514,2024-02-27,90.69
22,2025-02-27,Kansas Birth Justice Society,103.88721023812792,2024-02-27,100.63
9,2025-02-27,OU Children’s Hospital,99.88860550699819,2024-02-27,93.43
1,2025-02-27,Oklahoma Mothers’ Milk Bank,156.64728565650472,2024-02-27,150.0
21,2025-02-27,Salina Regional,98.31264948692986,2024-02-27,86.55
21,2025-02-27,Salina Regional,88.62023619566915,2024-02-27,79.4
20,2025-02-27,Southeast KS Health Department,73.37419418229105,2024-02-27,66.58
11,2025-02-27,Tulsa Hillcrest Hospital,78.09395979723084,2024-02-27,76.98
19,2025-02-27,Woven Leaf,78.29822110103423,2024-02-27,76.78
14,2025-02-27,YWCA South,144.7732769813392,2024-02-27,126.11
26,2025-02-28,Andrew County,96.35166545610369,2024-02-28,90.48
7,2025-02-28,Canadian Valley,95.03904726352114,2024-02-28,97.49
7,2025-02-28,Canadian Valley,164.42602425610932,2024-02-28,150.0
4,2025-02-28,Cleveland County Moore,171.45080731999536,2024-02-28,150.0
31,2025-02-28,Custer County,76.96809506282214,2024-02-28,77.72
6,2025-02-28,Edmond Hope Center,128.61642083173274,2024-02-28,130.41
6,2025-02-28,Edmond Hope Center,133.29765841806082,2024-02-28,135.64
28,2025-02-28,Garfield County Health Department,99.35561370544097,2024-02-28,88.84
2,2025-02-28,Integris Southwest,166.35801935579667,2024-02-28,150.0
16,2025-02-28,KUMC - University of Kansas Health System,164.73361947870177,2024-02-28,150.0
16,2025-02-28,KUMC - University of Kansas Health System,116.2494484819134,2024-02-28,118.87
25,2025-02-28,South Central Medical Center,116.73612285488133,2024-02-28,102.61
5,2025-02-28,Variety Care- Lafayette,128.08026874181735,2024-02-28,132.96
7,2025-03-01,Canadian Valley,139.3096068397478,2024-03-01,141.74
7,2025-03-01,Canadian Valley,138.91404331585622,2024-03-01,124.82
6,2025-03-01,Edmond Hope Center,146.72362690116097,2024-03-01,130.37
28,2025-03-01,Garfield County Health Department,96.61820211574367,2024-03-01,94.56
35,2025-03-01,Jackson County Altus,159.4157983301017,2024-03-01,155.0
22,2025-03-01,Kansas Birth Justice Society,93.6222375197582,2024-03-01,92.67
10,2025-03-01,OBI,158.93527731217213,2024-03-01,155.0
10,2025-03-01,OBI,112.34367474075135,2024-03-01,107.76
1,2025-03-01,Oklahoma Mothers’ Milk Bank,160.7230535102632,2024-03-01,148.4
12,2025-03-01,St. John Owasso,118.55960301050887,2024-03-01,112.42
19,2025-03-01,Woven Leaf,69.86651240898941,2024-03-01,67.32
14,2025-03-01,YWCA South,102.28069810085076,2024-03-01,91.87
3,2025-03-02,Integris Baptist,125.5745949681494,2024-03-02,110.35
22,2025-03-02,Kansas Birth Justice Society,105.3348236503818,2024-03-02,93.11
37,2025-03-02,McAlester Regional Health,91.28058591601571,2024-03-02,88.9
33,2025-03-02,McIntosh County,55.78973999002859,2024-03-02,50.74
33,2025-03-02,McIntosh County,162.83433209286684,2024-03-02,155.0
1,2025-03-02,Oklahoma Mothers’ Milk Bank,118.31758708434661,2024-03-02,118.74
21,2025-03-02,Salina Regional,84.76036841215718,2024-03-02,80.06
20,2025-03-02,Southeast KS Health Department,119.89116633480984,2024-03-02,123.17
8,2025-03-02,St. Anthony Shawnee Hospital,169.48723719823704,2024-03-02,150.0
12,2025-03-02,St. John Owasso,105.9692248034321,2024-03-02,98.59
4,2025-03-03,Cleveland County Moore,109.46635623649358,2024-03-03,114.42
4,2025-03-03,Cleveland County Moore,168.80296910285247,2024-03-03,150.0
6,2025-03-03,Edmond Hope Center,159.59669054613948,2024-03-03,150.0
2,2025-03-03,Integris Southwest,105.60807854600003,2024-03-03,105.64
35,2025-03-03,Jackson County Altus,75.83643896441313,2024-03-03,70.51
13,2025-03-03,Jane Phillips Medical Center,74.62007037298862,2024-03-03,76.31
9,2025-03-03,OU Children’s Hospital,120.69531966950059,2024-03-03,118.68
9,2025-03-03,OU Children’s Hospital,156.1973656825013,2024-03-03,140.87
9,2025-03-03,OU Children’s Hospital,48.33065480335662,2024-03-03,45.0
32,2025-03-03,Pontotoc County,67.61383314495046,2024-03-03,59.9
18,2025-03-03,Shawnee Mission MC,108.60682620666526,2024-03-03,102.78
8,2025-03-03,St. Anthony Shawnee Hospital,117.55946276847013,2024-03-03,106.99
8,2025-03-03,St. Anthony Shawnee Hospital,152.25410890015786,2024-03-03,138.1
12,2025-03-03,St. John Owasso,118.64013878905149,2024-03-03,121.02
5,2025-03-03,Variety Care- Lafayette,152.3778864752093,2024-03-03,137.56
5,2025-03-03,Variety Care- Lafayette,151.17339127678184,2024-03-03,149.33
4,2025-03-04,Cleveland County Moore,163.39051718708015,2024-03-04,149.29
4,2025-03-04,Cleveland County Moore,154.49925685397628,2024-03-04,141.9
3,2025-03-04,Integris Baptist,128.52890601878332,2024-03-04,115.35
2,2025-03-04,Integris Southwest,152.76245246147724,2024-03-04,150.0
2,2025-03-04,Integris Southwest,137.47374895628627,2024-03-04,133.54
35,2025-03-04,Jackson County Altus,111.45061593428579,2024-03-04,114.25
9,2025-03-04,OU Children’s Hospital,140.10617575905604,2024-03-04,140.69
20,2025-03-04,Southeast KS Health Department,119.6843994196281,2024-03-04,109.4
20,2025-03-04,Southeast KS Health Department,99.01381742557136,2024-03-04,91.83
12,2025-03-04,St. John Owasso,116.15996376724166,2024-03-04,103.78
5,2025-03-04,Variety Care- Lafayette,166.4188609733866,2024-03-04,150.0
5,2025-03-04,Variety Care- Lafayette,146.9975228204632,2024-03-04,150.0
15,2025-03-04,YWCA East,144.93431713253037,2024-03-04,149.09
4,2025-03-05,Cleveland County Moore,109.24919752398921,2024-03-05,102.42
4,2025-03-05,Cleveland County Moore,137.19807833691632,2024-03-05,133.18
4,2025-03-05,Cleveland County Moore,154.56729700366856,2024-03-05,135.65
22,2025-03-05,Kansas Birth Justice Society,137.64907327424154,2024-03-05,132.05
37,2025-03-05,McAlester Regional Health,75.4435818716282,2024-03-05,76.49
9,2025-03-05,OU Children’s Hospital,130.50799932406503,2024-03-05,123.29
1,2025-03-05,Oklahoma Mothers’ Milk Bank,152.87087980511757,2024-03-05,150.0
8,2025-03-05,St. Anthony Shawnee Hospital,105.36034945203214,2024-03-05,93.1
19,2025-03-05,Woven Leaf,130.54695543747147,2024-03-05,130.5
26,2025-03-06,Andrew County,64.88979078596286,2024-03-06,57.1
7,2025-03-06,Canadian Valley,123.69106005272681,2024-03-06,126.15
27,2025-03-06,Comanche County Memorial Hospital,70.7846741071041,2024-03-06,64.98
6,2025-03-06,Edmond Hope Center,148.04787230681765,2024-03-06,140.84
6,2025-03-06,Edmond Hope Center,145.3061326887498,2024-03-06,135.51
6,2025-03-06,Edmond Hope Center,92.11035253105099,2024-03-06,96.59
6,2025-03-06,Edmond Hope Center,134.9534623102954,2024-03-06,120.02
23,2025-03-06,Flint Hills- Riley County Health Department,138.42161010996696,2024-03-06,141.15
17,2025-03-06,KUMC - Kansas Health Systems – St. Francis Campus,113.71793866182259,2024-03-06,104.19
9,2025-03-06,OU Children’s Hospital,142.0947705300739,2024-03-06,133.67
8,2025-03-06,St. Anthony Shawnee Hospital,100.54524249486047,2024-03-06,94.21
5,2025-03-06,Variety Care- Lafayette,161.58681737221644,2024-03-06,142.43
36,2025-03-07,Alliance Health Woodward,95.02036804308523,2024-03-07,83.71
2,2025-03-07,Integris Southwest,82.86887683157902,2024-03-07,80.08
9,2025-03-07,OU Children’s Hospital,114.77641340926918,2024-03-07,104.6
9,2025-03-07,OU Children’s Hospital,102.001554773464,2024-03-07,104.87
9,2025-03-07,OU Children’s Hospital,149.43849196256048,2024-03-07,130.29
8,2025-03-07,St. Anthony Shawnee Hospital,120.29541466057759,2024-03-07,115.65
5,2025-03-07,Variety Care- Lafayette,159.7886508050044,2024-03-07,150.0
5,2025-03-07,Variety Care- Lafayette,160.70145139148565,2024-03-07,150.0
14,2025-03-07,YWCA South,157.08179808612692,2024-03-07,138.17
36,2025-03-08,Alliance Health Woodward,102.56745768245578,2024-03-08,91.76
7,2025-03-08,Canadian Valley,111.64826916419408,2024-03-08,117.41
28,2025-03-08,Garfield County Health Department,69.73167406046689,2024-03-08,62.04
29,2025-03-08,Grady County,128.73878908781845,2024-03-08,122.17
3,2025-03-08,Integris Baptist,129.38329688449713,2024-03-08,132.71
13,2025-03-08,Jane Phillips Medical Center,63.18261555050971,2024-03-08,65.75
16,2025-03-08,KUMC - University of Kansas Health System,133.75971899687988,2024-03-08,129.91
33,2025-03-08,McIntosh County,56.15233185050037,2024-03-08,55.23
10,2025-03-08,OBI,99.9846508515561,2024-03-08,94.55
1,2025-03-08,Oklahoma Mothers’ Milk Bank,154.4700811161039,2024-03-08,150.0
21,2025-03-08,Salina Regional,101.33467756695279,2024-03-08,94.86
11,2025-03-08,Tulsa Hillcrest Hospital,96.15090944504068,2024-03-08,94.54
11,2025-03-08,Tulsa Hillcrest Hospital,172.13845690653832,2024-03-08,155.0
5,2025-03-08,Variety Care- Lafayette,148.53069058951422,2024-03-08,130.96
26,2025-03-09,Andrew County,91.74631560553264,2024-03-09,88.18
4,2025-03-09,Cleveland County Moore,132.4437052017061,2024-03-09,127.29
2,2025-03-09,Integris Southwest,114.23969180970737,2024-03-09,112.08
22,2025-03-09,Kansas Birth Justice Society,97.65149267431185,2024-03-09,98.15
37,2025-03-09,McAlester Regional Health,110.78897874470533,2024-03-09,97.7
1,2025-03-09,Oklahoma Mothers’ Milk Bank,152.89840215048304,2024-03-09,149.99
21,2025-03-09,Salina Regional,97.56777219139133,2024-03-09,88.9
8,2025-03-09,St. Anthony Shawnee Hospital,107.56950930623331,2024-03-09,109.97
7,2025-03-10,Canadian Valley,104.41655667732944,2024-03-10,109.61
7,2025-03-10,Canadian Valley,145.35347843864866,2024-03-10,134.25
27,2025-03-10,Comanche County Memorial Hospital,52.48367772739479,2024-03-10,50.0
3,2025-03-10,Integris Baptist,171.33210952408362,2024-03-10,150.0
35,2025-03-10,Jackson County Altus,63.242100187698696,2024-03-10,59.32
33,2025-03-10,McIntosh County,60.61385114142867,2024-03-10,53.5
21,2025-03-10,Salina Regional,121.9556270556103,2024-03-10,117.97
18,2025-03-10,Shawnee Mission MC,67.9250237699478,2024-03-10,68.94
18,2025-03-10,Shawnee Mission MC,119.97766002446915,2024-03-10,117.34
11,2025-03-10,Tulsa Hillcrest Hospital,77.31102824825265,2024-03-10,78.44
14,2025-03-10,YWCA South,151.8767336765133,2024-03-10,141.09
26,2025-03-11,Andrew County,73.18204616877152,2024-03-11,70.07
7,2025-03-11,Canadian Valley,171.36029644154246,2024-03-11,149.09
23,2025-03-11,Flint Hills- Riley County Health Department,113.0241876667031,2024-03-11,102.75
29,2025-03-11,Grady County,81.79944518507698,2024-03-11,82.54
13,2025-03-11,Jane Phillips Medical Center,108.21080598805362,2024-03-11,112.32
37,2025-03-11,McAlester Regional Health,65.6518584321788,2024-03-11,66.44
9,2025-03-11,OU Children’s Hospital,134.20906602569025,2024-03-11,118.81
32,2025-03-11,Pontotoc County,96.95551989071473,2024-03-11,92.3
8,2025-03-11,St. Anthony Shawnee Hospital,129.64201239233242,2024-03-11,130.69
11,2025-03-11,Tulsa Hillcrest Hospital,57.85411943399011,2024-03-11,56.01
11,2025-03-11,Tulsa Hillcrest Hospital,75.63453950808614,2024-03-11,78.21
5,2025-03-11,Variety Care- Lafayette,142.62946398125965,2024-03-11,145.58
15,2025-03-11,YWCA East,132.83281768040308,2024-03-11,124.25
14,2025-03-11,YWCA South,83.1519408298571,2024-03-11,86.86
4,2025-03-12,Cleveland County Moore,147.95784391485813,2024-03-12,150.0
4,2025-03-12,Cleveland County Moore,166.25476080814644,2024-03-12,148.13
4,2025-03-12,Cleveland County Moore,170.88346386400895,2024-03-12,150.0
6,2025-03-12,Edmond Hope Center,106.30961871345313,2024-03-12,100.11
3,2025-03-12,Integris Baptist,76.63403795816895,2024-03-12,73.64
3,2025-03-12,Integris Baptist,104.41626877006459,2024-03-12,101.36
2,2025-03-12,Integris Southwest,47.469512423948224,2024-03-12,45.0
22,2025-03-12,Kansas Birth Justice Society,46.71686472244405,2024-03-12,45.0
37,2025-03-12,McAlester Regional Health,79.74939591834152,2024-03-12,81.29
1,2025-03-12,Oklahoma Mothers’ Milk Bank,153.6992794883926,2024-03-12,150.0
25,2025-03-12,South Central Medical Center,92.9942328359649,2024-03-12,92.61
20,2025-03-12,Southeast KS Health Department,90.71370846252633,2024-03-12,85.34
8,2025-03-12,St. Anthony Shawnee Hospital,165.76582850085032,2024-03-12,150.0
5,2025-03-12,Variety Care- Lafayette,144.47125918285056,2024-03-12,150.0
7,2025-03-13,Canadian Valley,91.35903564014708,2024-03-13,95.77
7,2025-03-13,Canadian Valley,137.071827476547,2024-03-13,123.49
4,2025-03-13,Cleveland County Moore,143.3128797751045,2024-03-13,150.0
27,2025-03-13,Comanche County Memorial Hospital,99.79464672824228,2024-03-13,92.25
27,2025-03-13,Comanche County Memorial Hospital,48.54108581984573,2024-03-13,50.0
31,2025-03-13,Custer County,102.75676360109931,2024-03-13,107.59
6,2025-03-13,Edmond Hope Center,158.6698905639189,2024-03-13,147.08
22,2025-03-13,Kansas Birth Justice Society,121.91678672128963,2024-03-13,122.38
10,2025-03-13,OBI,72.82692915530373,2024-03-13,74.22
1,2025-03-13,Oklahoma Mothers’ Milk Bank,123.07619889648822,2024-03-13,123.77
1,2025-03-13,Oklahoma Mothers’ Milk Bank,148.7550493133747,2024-03-13,137.18
18,2025-03-13,Shawnee Mission MC,83.52005565678823,2024-03-13,76.4
12,2025-03-13,St. John Owasso,94.86912140649399,2024-03-13,91.95
7,2025-03-14,Canadian Valley,140.02436625232258,2024-03-14,127.94
23,2025-03-14,Flint Hills- Riley County Health Department,141.89772377662163,2024-03-14,131.32
3,2025-03-14,Integris Baptist,149.01062351520127,2024-03-14,132.91
2,2025-03-14,Integris Southwest,110.34857948231567,2024-03-14,110.61
2,2025-03-14,Integris Southwest,96.34870159134267,2024-03-14,99.34
2,2025-03-14,Integris Southwest,147.6644923120964,2024-03-14,136.27
10,2025-03-14,OBI,139.94075376361099,2024-03-14,125.39
9,2025-03-14,OU Children’s Hospital,127.22602742666608,2024-03-14,127.4
21,2025-03-14,Salina Regional,84.39322115162418,2024-03-14,81.98
8,2025-03-14,St. Anthony Shawnee Hospital,136.52068713890503,2024-03-14,138.5
36,2025-03-15,Alliance Health Woodward,106.12007021813216,2024-03-15,109.73
31,2025-03-15,Custer County,95.80302068949493,2024-03-15,100.57
6,2025-03-15,Edmond Hope Center,123.84962195974995,2024-03-15,122.79
6,2025-03-15,Edmond Hope Center,146.38690243097855,2024-03-15,129.63
23,2025-03-15,Flint Hills- Riley County Health Department,115.97420191005634,2024-03-15,121.4
28,2025-03-15,Garfield County Health Department,105.30587228090752,2024-03-15,106.77
25,2025-03-15,South Central Medical Center,87.0212831282291,2024-03-15,77.11
8,2025-03-15,St. Anthony Shawnee Hospital,100.60542788942318,2024-03-15,101.46
8,2025-03-15,St. Anthony Shawnee Hospital,136.08086562429096,2024-03-15,131.57
5,2025-03-15,Variety Care- Lafayette,167.02330685215324,2024-03-15,150.0
19,2025-03-15,Woven Leaf,85.65931355229519,2024-03-15,80.31
15,2025-03-15,YWCA East,112.96373196688988,2024-03-15,113.99
26,2025-03-16,Andrew County,87.1039443361359,2024-03-16,78.99
30,2025-03-16,Beckham County,107.33614243153292,2024-03-16,106.39
34,2025-03-16,Carter County Health Department,69.51791260162477,2024-03-16,67.37
6,2025-03-16,Edmond Hope Center,110.44776786029314,2024-03-16,110.24
6,2025-03-16,Edmond Hope Center,153.890772245018,2024-03-16,150.0
35,2025-03-16,Jackson County Altus,157.84633790263416,2024-03-16,155.0
17,2025-03-16,KUMC - Kansas Health Systems – St. Francis Campus,112.1683548942431,2024-03-16,98.42
16,2025-03-16,KUMC - University of Kansas Health System,146.8969862471482,2024-03-16,136.67
9,2025-03-16,OU Children’s Hospital,152.59759022538734,2024-03-16,135.8
32,2025-03-16,Pontotoc County,122.61317188013997,2024-03-16,114.8
18,2025-03-16,Shawnee Mission MC,134.12280499191382,2024-03-16,133.64
8,2025-03-16,St. Anthony Shawnee Hospital,146.70339527299356,2024-03-16,150.0
11,2025-03-16,Tulsa Hillcrest Hospital,101.31616787318755,2024-03-16,97.68
19,2025-03-16,Woven Leaf,93.23119762810121,2024-03-16,87.92
29,2025-03-17,Grady County,83.87240230237474,2024-03-17,79.25
3,2025-03-17,Integris Baptist,134.07340327317524,2024-03-17,120.79
3,2025-03-17,Integris Baptist,146.86220882982786,2024-03-17,141.89
35,2025-03-17,Jackson County Altus,83.40367363220236,2024-03-17,87.38
13,2025-03-17,Jane Phillips Medical Center,116.34324670798415,2024-03-17,116.16
16,2025-03-17,KUMC - University of Kansas Health System,126.22103034204383,2024-03-17,117.23
9,2025-03-17,OU Children’s Hospital,106.4706178690098,2024-03-17,108.88
9,2025-03-17,OU Children’s Hospital,167.54790710397899,2024-03-17,150.0
5,2025-03-17,Variety Care- Lafayette,119.82195095355237,2024-03-17,114.39
5,2025-03-17,Variety Care- Lafayette,142.6829911914288,2024-03-17,126.39
14,2025-03-17,YWCA South,107.4097328455566,2024-03-17,107.01
13,2025-03-18,Jane Phillips Medical Center,86.20434263972268,2024-03-18,80.92
17,2025-03-18,KUMC - Kansas Health Systems – St. Francis Campus,105.97903067074692,2024-03-18,93.55
22,2025-03-18,Kansas Birth Justice Society,121.91983926903417,2024-03-18,123.86
9,2025-03-18,OU Children’s Hospital,129.29720426372793,2024-03-18,132.81
9,2025-03-18,OU Children’s Hospital,150.7216566206162,2024-03-18,150.0
32,2025-03-18,Pontotoc County,97.26200368537408,2024-03-18,96.83
24,2025-03-18,Washington Regional Medical Center,135.73329961725307,2024-03-18,118.35
24,2025-03-18,Washington Regional Medical Center,145.25030209915755,2024-03-18,137.66
14,2025-03-18,YWCA South,79.28880016963127,2024-03-18,83.14
7,2025-03-19,Canadian Valley,106.09267594705891,2024-03-19,99.2
28,2025-03-19,Garfield County Health Department,72.50811329439088,2024-03-19,68.35
3,2025-03-19,Integris Baptist,147.76113835870348,2024-03-19,150.0
2,2025-03-19,Integris Southwest,112.37114975927217,2024-03-19,104.02
2,2025-03-19,Integris Southwest,166.74335015822126,2024-03-19,147.56
2,2025-03-19,Integris Southwest,130.93540878581047,2024-03-19,116.41
16,2025-03-19,KUMC - University of Kansas Health System,135.40840708370365,2024-03-19,125.03
22,2025-03-19,Kansas Birth Justice Society,138.34411828111635,2024-03-19,123.97
1,2025-03-19,Oklahoma Mothers’ Milk Bank,139.45908981306422,2024-03-19,146.46
1,2025-03-19,Oklahoma Mothers’ Milk Bank,146.6065689020642,2024-03-19,150.0
8,2025-03-19,St. Anthony Shawnee Hospital,148.6926381528181,2024-03-19,150.0
15,2025-03-19,YWCA East,122.65524850858107,2024-03-19,114.62
7,2025-03-20,Canadian Valley,140.8625962712619,2024-03-20,124.34
23,2025-03-20,Flint Hills- Riley County Health Department,124.90309526661694,2024-03-20,127.03
29,2025-03-20,Grady County,87.38666551342213,2024-03-20,90.41
3,2025-03-20,Integris Baptist,146.44429870063118,2024-03-20,138.97
3,2025-03-20,Integris Baptist,80.39514857121118,2024-03-20,80.47
13,2025-03-20,Jane Phillips Medical Center,73.06509381110334,2024-03-20,71.17
16,2025-03-20,KUMC - University of Kansas Health System,107.70711731721047,2024-03-20,106.88
21,2025-03-20,Salina Regional,51.68770524892072,2024-03-20,50.0
18,2025-03-20,Shawnee Mission MC,74.87953709659159,2024-03-20,72.85
25,2025-03-20,South Central Medical Center,102.60359891007961,2024-03-20,100.48
8,2025-03-20,St. Anthony Shawnee Hospital,158.38465017006504,2024-03-20,144.3
11,2025-03-20,Tulsa Hillcrest Hospital,148.7059449700267,2024-03-20,155.0
14,2025-03-20,YWCA South,131.52694732958915,2024-03-20,122.85
2,2025-03-21,Integris Southwest,118.04602648487325,2024-03-21,112.94
17,2025-03-21,KUMC - Kansas Health Systems – St. Francis Campus,101.03328250334472,2024-03-21,100.09
16,2025-03-21,KUMC - University of Kansas Health System,129.14790338006526,2024-03-21,113.55
9,2025-03-21,OU Children’s Hospital,130.90256877846883,2024-03-21,120.9
21,2025-03-21,Salina Regional,91.5808843118,2024-03-21,83.52
18,2025-03-21,Shawnee Mission MC,110.79193194722245,2024-03-21,101.29
15,2025-03-21,YWCA East,152.78283655285222,2024-03-21,143.69
7,2025-03-22,Canadian Valley,108.44239032964954,2024-03-22,103.35
6,2025-03-22,Edmond Hope Center,87.23545667863742,2024-03-22,85.79
6,2025-03-22,Edmond Hope Center,151.46070539756286,2024-03-22,137.17
3,2025-03-22,Integris Baptist,104.60317510380398,2024-03-22,97.85
10,2025-03-22,OBI,118.66852483688244,2024-03-22,108.31
10,2025-03-22,OBI,162.61023080239212,2024-03-22,155.0
9,2025-03-22,OU Children’s Hospital,115.43587940778833,2024-03-22,120.21
1,2025-03-22,Oklahoma Mothers’ Milk Bank,148.9482113577227,2024-03-22,150.0
25,2025-03-22,South Central Medical Center,70.90633449575306,2024-03-22,73.0
20,2025-03-22,Southeast KS Health Department,91.2916068304415,2024-03-22,94.6
12,2025-03-22,St. John Owasso,88.00903329317198,2024-03-22,82.3
11,2025-03-22,Tulsa Hillcrest Hospital,76.85273771297508,2024-03-22,80.37
5,2025-03-22,Variety Care- Lafayette,148.51338363260382,2024-03-22,148.15
36,2025-03-23,Alliance Health Woodward,70.71226558939736,2024-03-23,72.35
30,2025-03-23,Beckham County,141.9473105848456,2024-03-23,124.51
4,2025-03-23,Cleveland County Moore,141.4745999406711,2024-03-23,130.07
4,2025-03-23,Cleveland County Moore,116.97335219754069,2024-03-23,103.2
31,2025-03-23,Custer County,114.2010069600861,2024-03-23,110.13
28,2025-03-23,Garfield County Health Department,89.03588423232088,2024-03-23,89.1
2,2025-03-23,Integris Southwest,84.45813165589387,2024-03-23,77.56
2,2025-03-23,Integris Southwest,126.53958906846492,2024-03-23,130.68
35,2025-03-23,Jackson County Altus,82.05152007487088,2024-03-23,83.13
22,2025-03-23,Kansas Birth Justice Society,73.66957775049353,2024-03-23,72.07
9,2025-03-23,OU Children’s Hospital,121.68197038401794,2024-03-23,114.97
32,2025-03-23,Pontotoc County,97.28899559841882,2024-03-23,96.86
8,2025-03-23,St. Anthony Shawnee Hospital,154.25299599494,2024-03-23,138.49
8,2025-03-23,St. Anthony Shawnee Hospital,146.2604049061064,2024-03-23,131.78
12,2025-03-23,St. John Owasso,117.86619495377826,2024-03-23,113.42
5,2025-03-23,Variety Care- Lafayette,160.2069200060726,2024-03-23,150.0
34,2025-03-24,Carter County Health Department,56.54624518019739,2024-03-24,56.55
4,2025-03-24,Cleveland County Moore,172.13004023989942,2024-03-24,150.0
6,2025-03-24,Edmond Hope Center,138.080544524357,2024-03-24,124.25
23,2025-03-24,Flint Hills- Riley County Health Department,157.1827489092942,2024-03-24,150.0
3,2025-03-24,Integris Baptist,141.9343987891923,2024-03-24,126.21
10,2025-03-24,OBI,168.7105735000534,2024-03-24,155.0
1,2025-03-24,Oklahoma Mothers’ Milk Bank,162.122872633787,2024-03-24,149.87
